text,label,source,url,date,topic
รัฐบาลอนุมัติ 1.5 หมื่นล้านบาท ช่วยเหลือผู้ประกอบการ SMEs ให้เข้าถึงสินเชื่อดอกเบี้ยต่ำ,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=21263,31/03/2565 06:30:34,นโยบายรัฐบาล-ข่าวสาร
กกพ. ลดค่าไฟลง 13.60 บาท/เดือน มีผลรอบบิลเดือน ม.ค. 66 เป็นต้นไป,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=31296,11/01/2566 08:00:58,นโยบายรัฐบาล-ข่าวสาร
รับสมัครคนทำงานอยู่บ้าน ฟรีค่าสมัคร ผ่านกรมการจัดหางาน,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=33004,21/02/2566 04:30:39,นโยบายรัฐบาล-ข่าวสาร
7 กลุ่มเสี่ยงทุกสิทธิ ฉีดวัคซีนไข้หวัดใหญ่ฟรี ตั้งแต่ 1 พ.ค. – 31 ส.ค.65,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=22150,26/04/2565 03:03:05,นโยบายรัฐบาล-ข่าวสาร
อุทยานแห่งชาติหมู่เกาะลันตา จ.กระบี่ ปิดท่องเที่ยว 1 เดือน หลังพบปะการังยังฟอกขาว,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=63696,24/10/2567 09:30:49,นโยบายรัฐบาล-ข่าวสาร
กรมการจัดหางาน เปิดเพจเฟซบุ๊กเพิ่ม รองรับบริการประชาชนอย่างทั่วถึง,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=65958,21/12/2567 06:34:43,นโยบายรัฐบาล-ข่าวสาร
มะเร็งเทอร์โบพบในคนอายุน้อย ที่ฉีดวัคซีนโควิดแล้ว,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=49835,06/11/2566 07:00:17,ผลิตภัณฑ์สุขภาพ
แป้งหมี่ทำให้ไม่มีรอยแผลพุพอง หรือรอยแดงจากแผลน้ำร้อนลวก แผลไฟไหม้,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=21826,16/04/2565 10:00:56,ผลิตภัณฑ์สุขภาพ
เจ้าหน้าที่กองพาสปอร์ต กรมการกงสุล ติดต่อประชาชนเพื่อให้ตรวจเช็กข้อมูล,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=52575,06/02/2567 04:30:36,นโยบายรัฐบาล-ข่าวสาร
พุงไม่ยุบ สิวเรื้อรัง มีตกขาว เป็นอาการของเสมหะเฟ้อ,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=42462,08/10/2566 07:00:41,ผลิตภัณฑ์สุขภาพ
คนละครึ่งเฟส 4 กดยืนยันสิทธิ์ แต่ไม่ใช้จ่ายครั้งแรกภายในวันที่ 28 ก.พ. 65 จะโดนตัดสิทธิ์,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=18293,28/01/2565 03:00:01,นโยบายรัฐบาล-ข่าวสาร
กรมพัฒนาธุรกิจการค้าอนุญาตเงินกู้ออนไลน์รายบุคคล จดทะเบียนเป็นนิติบุคคลตามประมวลกฎหมายแพ่งและพาณิชย์,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=26792,09/09/2565 06:32:33,การเงิน-หุ้น
"ครม. อนุมัติวงเงิน 3,566 ล้านบาท จ้างบัณฑิตจบใหม่และประชาชน ครอบคลุม 7,435 ตำบล ใน 77 จังหวัด",0,AFNC OpenData,https://www.antifakenewscenter.com/?p=24014,19/06/2565 07:30:41,นโยบายรัฐบาล-ข่าวสาร
CP เปิดให้ลงทุน ถูกต้องตามกฎหมาย ผ่านการรับรองจาก ก.ล.ต.,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=65482,09/12/2567 09:30:21,การเงิน-หุ้น
ฉีดวัคซีนโควิดเข็ม 2 ศูนย์บางซื่อ ขอฉีดที่ รพ.ใกล้บ้านได้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=12054,20/08/2564 07:14:08,นโยบายรัฐบาล-ข่าวสาร
กรมการจัดหางานเปิดตำแหน่งงานว่าง 2.1 แสนอัตรา,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=61647,06/09/2567 03:30:59,นโยบายรัฐบาล-ข่าวสาร
สธ. เตือนประชาชนระวังไข้หวัดใหญ่ระบาดรุนแรง แนะอย่าขาดน้ำ,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=60921,16/08/2567 09:00:03,ผลิตภัณฑ์สุขภาพ
เพจ ใบขับขี่ DLT smart queue เปิดให้ติดต่อทำใบขับขี่ถูกกฎหมาย,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=66176,27/12/2567 04:30:54,นโยบายรัฐบาล-ข่าวสาร
ไทยเตรียมรับพายุลูกใหญ่ ลมกระโชกแรง น้ำท่วมฉับพลัน หนักสุดในรอบ 10 ปี,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=37482,08/06/2566 08:00:16,ภัยพิบัติ
เบอร์โทรอันตราย 082-810-3575 โทรติดต่อ ปชช. หลอกล็อกอิน ถูกดูดเงินหมดบัญชี,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=51085,11/12/2566 04:30:40,นโยบายรัฐบาล-ข่าวสาร
"ธ.ก.ส. ออกเงินกู้ก้อนใหญ่ผ่านไลน์ Smart Case Credit สามารถกู้เงินได้สูงสุด 50,000 บาท",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=15442,15/11/2564 09:30:14,การเงิน-หุ้น
PM 2.5 ส่งผลกระทบต่อความดันและหัวใจ,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=53757,14/03/2567 07:01:04,ผลิตภัณฑ์สุขภาพ
เพจเฟซบุ๊กสำนักงานยุติธรรมจังหวัดชัยภูมิ รับแจ้งความออนไลน์,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=42755,16/10/2566 04:30:26,นโยบายรัฐบาล-ข่าวสาร
ดื่มน้ำต้มใบรางจืดและใบเตย ช่วยล้างน้ำตาลในเลือดได้,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=22286,30/04/2565 04:30:30,ผลิตภัณฑ์สุขภาพ
กระทรวงแรงงาน เปิดรับแรงงานไทยไปทำงานเกาหลี ประเภทกิจการเกษตร/ปศุสัตว์,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=15476,22/11/2564 07:30:14,นโยบายรัฐบาล-ข่าวสาร
ธนาคารกรุงไทยเปิดเว็บไซต์ทางการใหม่,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=30287,15/12/2565 09:30:32,การเงิน-หุ้น
เพจเฟซบุ๊กของ ธ.ก.ส. ใช้ชื่อว่า TrueCash - เงินด่วน,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=10087,07/05/2564 07:00:23,การเงิน-หุ้น
สนามบินสุวรรณภูมิเปิดให้ผู้โดยสารจอดรถฟรี วันที่ 9 - 13 ธ.ค. 65,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=29975,07/12/2565 04:00:47,นโยบายรัฐบาล-ข่าวสาร
"ออมสิน เปิดสินเชื่อ People Card วงเงินสูงสุด 30,000 บาท กู้ได้ทุกอาชีพ",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=12341,02/09/2564 03:00:31,การเงิน-หุ้น
กรมเจ้าท่าเปิดใช้ท่าเรือซังฮี้ พร้อมรองรับการเดินทางน้ำอย่างปลอดภัย ตั้งแต่วันที่ 24 ก.พ. 65 เป็นต้นไป,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=19793,24/02/2565 10:00:46,นโยบายรัฐบาล-ข่าวสาร
ผู้ที่ติดโควิดมานานแต่ผมยังร่วง เพราะหลอดเลือดส่วนปลายอุดตัน,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=39445,25/07/2566 09:00:19,ผลิตภัณฑ์สุขภาพ
ธ. ออมสินเปิดสินเชื่อเคหะดอกเบี้ยเริ่มต้น 1.75%,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=21149,28/03/2565 06:30:58,การเงิน-หุ้น
กรมการขนส่งทางบกเปิดเพจ รับทำใบขับขี่ออนไลน์ ทุกชนิด,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=65623,12/12/2567 08:00:19,นโยบายรัฐบาล-ข่าวสาร
ไปรษณีย์ไทย โทรแจ้งเรื่องพัสดุตกค้าง,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=33165,25/02/2566 07:00:47,นโยบายรัฐบาล-ข่าวสาร
กรมเจ้าท่ามีมาตรการตรวจจับความเร็วเรือที่ใช้ความเร็วเกินกำหนด,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=2553,09/03/2563 05:16:45,นโยบายรัฐบาล-ข่าวสาร
รัฐมนตรีกระทรวงต่างประเทศ ปฏิเสธการรับบริจาควัคซีน Moderna,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=12533,10/09/2564 09:00:38,นโยบายรัฐบาล-ข่าวสาร
ผู้ประกันตนป่วยหยุดหายใจขณะหลับ สามารถเบิกค่า Sleep test และเครื่อง CPAP ได้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=52636,09/02/2567 04:30:55,นโยบายรัฐบาล-ข่าวสาร
AOT เปิด 3 เพจใหม่ ชวนลงทุน เผยแพร่ข่าวสาร,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=40608,23/08/2566 03:30:49,การเงิน-หุ้น
สปสช. เพิ่มทางเลือก แก้ปัญหาท้องไม่พร้อม ป้องกันโรคติดต่อ แจกถุงยางอนามัย ผ่านแอปเป๋าตัง เริ่ม 1 ก.พ. 66,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=31937,26/01/2566 06:30:07,นโยบายรัฐบาล-ข่าวสาร
อุทยานแห่งชาติภูสอยดาว ปิดการท่องเที่ยวบริเวณลานสนประจำปี ตั้งแต่วันที่ 11 ม.ค. - 30 มิ.ย. 68,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=65291,05/12/2567 07:00:06,นโยบายรัฐบาล-ข่าวสาร
ครม. มีมติเห็นชอบเสนอผ้าขาวม้าขึ้นทะเบียนยูเนสโก,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=33559,06/03/2566 07:00:23,นโยบายรัฐบาล-ข่าวสาร
"""ยาหมอทหาร"" สรรพคุณครอบจักรวาล ใช้รักษาได้กว่า 10 โรค",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=7451,21/12/2563 10:59:10,ผลิตภัณฑ์สุขภาพ
กระทรวงมหาดไทย มอบของขวัญปีใหม่ 65 ลดดอกเบี้ยโรงรับจำนำ,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=16834,25/12/2564 03:00:00,นโยบายรัฐบาล-ข่าวสาร
กระทรวงแรงงานมีตำแหน่งงานว่าง 1.5 แสนอัตรา รองรับผู้ว่างงาน,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=21604,10/04/2565 03:00:38,นโยบายรัฐบาล-ข่าวสาร
"กฟผ. เปิดลงทะเบียนล้างแอร์ฟรี 10,000 สิทธิ์ เริ่ม 18 เม.ย. 65",0,AFNC OpenData,https://www.antifakenewscenter.com/?p=21778,15/04/2565 03:00:11,นโยบายรัฐบาล-ข่าวสาร
นายกฯ ประกาศห้ามชุมนุมรอบพื้นที่ศูนย์สิริกิติ์ และ 19 สถานที่พำนักผู้แทนประเทศ ในช่วงประชุมเอเปค,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=29111,14/11/2565 07:31:34,นโยบายรัฐบาล-ข่าวสาร
"ผู้สูงอายุเตรียมรับเงินเบี้ยยังชีพเพิ่ม รายละ 3,000 บาท เริ่ม 10 ก.ย. 66",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=40958,31/08/2566 07:00:11,นโยบายรัฐบาล-ข่าวสาร
ธ.ออมสินปล่อยสินเชื่อสร้างงานสร้างอาชีพ ปลอดชำระ 6 งวดแรก ผ่านเพจ Mymoเงินด่วน,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=36065,06/05/2566 07:00:23,การเงิน-หุ้น
คุมเข้ม COVID-19 เดินทางจากประเทศเสี่ยง ต้องมีใบรับรองแพทย์,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=2759,14/03/2563 10:10:23,ผลิตภัณฑ์สุขภาพ
กทม. เตรียมขยายจุดฉีดวัคซีนโควิด 19,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=30360,17/12/2565 10:30:29,นโยบายรัฐบาล-ข่าวสาร
หนี้ประเทศไทย ทะลุเพดาน 60% ของจีดีพี แตะ 10 ล้านล้านบาท,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=21881,18/04/2565 06:30:37,นโยบายรัฐบาล-ข่าวสาร
ผู้ประกันตนประกันสังคมสามารถตรวจสุขภาพการนอน Sleep Test รักษาโรคหยุดหายใจขณะหลับได้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=62858,04/10/2567 03:33:51,นโยบายรัฐบาล-ข่าวสาร
ครม. อนุมัติร่างกฎหมายใหม่ สินค้าชำรุดภายใน 2 ปี คนขายต้องรับผิดชอบ,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=29751,01/12/2565 08:30:54,นโยบายรัฐบาล-ข่าวสาร
เตรียมเปิดศูนย์บริการการค้าชายแดนเบ็ดเสร็จ One Stop Service จ.หนองคาย เริ่มวันที่ 1 ก.ย. 67,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=58327,17/06/2567 07:00:32,นโยบายรัฐบาล-ข่าวสาร
บขส. มอบส่วนลดค่าเครื่องดื่ม ภายในสถานีขนส่งหมอชิต2 ถึง 31 ธ.ค. 65,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=17885,17/01/2565 06:00:31,นโยบายรัฐบาล-ข่าวสาร
ออมสินปล่อยกู้วงเงิน 1 ล้านบาท ผ่อนนาน 2 ปี ผ่านเพจ เงินกู้ รายเดือน,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=62854,04/10/2567 04:30:01,นโยบายรัฐบาล-ข่าวสาร
DLT Smart Queue รับทำใบขับขี่ ปี 2567 จัดส่งทั่วประเทศ,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=52571,06/02/2567 07:00:54,นโยบายรัฐบาล-ข่าวสาร
ข้าราชการตุลาการ มีบ้านพักบนอุทยานแห่งชาติดอยสุเทพ,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=59610,17/07/2567 09:30:57,นโยบายรัฐบาล-ข่าวสาร
กรมควบคุมโรคเตือนโรคไอกรนระบาด ใน 3 จังหวัดชายแดนภาคใต้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=50795,01/12/2566 09:00:41,นโยบายรัฐบาล-ข่าวสาร
ข้าวเหนียวที่ใส่ไว้ในกระติกน้ำพลาสติก หากรับประทานจะทำให้อันตราย!!,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=1158,07/01/2563 10:00:18,ผลิตภัณฑ์สุขภาพ
สถานที่เสี่ยง ที่คนติดเชื้อ COVID-19 เคยไป,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=2764,14/03/2563 11:34:11,ผลิตภัณฑ์สุขภาพ
ตลาดหลักทรัพย์ฯ เปิดโอกาสให้ลงทุนหุ้นโรงพยาบาล เริ่มต้นเพียง 899 บาท,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=41541,15/09/2566 09:00:20,การเงิน-หุ้น
น้ำสามเกลอ (กระเจี๊ยบ+มะตูม+พุทราจีน) ช่วยลดไขมันในเลือด บำรุงสายตา และอาการชาปลายนิ้วได้,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=34163,20/03/2566 07:00:01,ผลิตภัณฑ์สุขภาพ
สปสช. เพิ่มสิทธิประโยชน์บัตรทอง บรรจุยาแผนไทยที่มีส่วนผสมของกัญชา 3 รายการ,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=22912,19/05/2565 06:30:39,นโยบายรัฐบาล-ข่าวสาร
เชื้อ H3N2 ระบาดถึงเชียงใหม่ ‘ไวรัสโคโรนา” ตัวใหม่จากอู่ฮั่น,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=1522,29/01/2563 02:07:45,ผลิตภัณฑ์สุขภาพ
ยื่นแบบแสดงการส่งเงินสมทบกองทุนพัฒนาฝีมือแรงงาน ผ่านระบบออนไลน์ PRB e-Service ภายใน 31 มี.ค. นี้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=54360,29/03/2567 09:30:48,นโยบายรัฐบาล-ข่าวสาร
ภาคใต้เตรียมรับมือมรสุมลมแรง ภาคเหนือและภาคตะวันออกเฉียงเหนือ อุณหภูมิจะลดลง 2-5 องศา,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=64895,26/11/2567 08:00:10,ภัยพิบัติ
บขส. ปรับตารางเดินรถ สายเหนือ-อีสาน-ใต้ รับเปิดประเทศ ตั้งแต่ 1 พ.ค. 65 เป็นต้นไป,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=22506,07/05/2565 03:03:47,นโยบายรัฐบาล-ข่าวสาร
กทพ. ยกเลิกจำกัดเวลาใช้ทางด่วนทุกเส้นทาง ตั้งแต่ 1 พ.ย. 64 นี้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=15368,31/10/2564 07:30:35,นโยบายรัฐบาล-ข่าวสาร
ประชาชนอายุต่ำกว่า 60 ปี สามารถโทรนัดหมายฉีดวัคซีน ที่สถานีกลางบางซื่อได้แล้ว,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=11393,17/07/2564 07:00:03,ผลิตภัณฑ์สุขภาพ
"ชวนลงทุนกองทุนระยะสั้น (รายวัน) เริ่มต้นที่ 1,289 บาท ปันผลกำไร 10%-15%",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=51004,08/12/2566 03:31:27,ข่าวอื่นๆ
ครม. มีมติเห็นชอบให้ หญิงมีครรภ์ไม่เกิน 12 สัปดาห์ทำแท้งได้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=6988,18/11/2563 09:56:52,นโยบายรัฐบาล-ข่าวสาร
"ครม. ช่วยเหลือกลุ่มอาชีพอิสระ และนักศึกษา ให้ธ. ออมสิน ปล่อยกู้ผ่านไลน์ คนละ 300,000 บาท",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=27931,13/10/2565 03:00:40,การเงิน-หุ้น
เพิ่มอัตราความเร็วบนโทลเวย์ ดินแดง-อนุสรณ์สถาน สูงสุดไม่เกิน 100 กม. ต่อชั่วโมง,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=60741,11/08/2567 07:00:05,นโยบายรัฐบาล-ข่าวสาร
ครม. อนุมัติสร้างรถไฟทางคู่ ช่วงขอนแก่น-หนองคาย,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=42869,20/10/2566 09:30:01,นโยบายรัฐบาล-ข่าวสาร
อุทยานแห่งชาติภูสอยดาว เปิดให้ท่องเที่ยวและพักแรมบริเวณลานสน ตั้งแต่วันที่ 1 ก.ค. 66 เป็นต้นไป,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=37028,28/05/2566 08:00:11,นโยบายรัฐบาล-ข่าวสาร
แชร์สนั่น! ไปรษณีย์ไทยห้ามส่งหน้ากากอนามัย และเจลแอลกอฮอล์,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=3074,20/03/2563 07:12:33,นโยบายรัฐบาล-ข่าวสาร
หากลืมบัตรประชาชน สามารถใช้แอปฯ ThaID ยืนยันสิทธิบัตรทองได้,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=60237,30/07/2567 09:00:21,นโยบายรัฐบาล-ข่าวสาร
กระทรวงมหาดไทยเปิดเพจช่วยเหลือประชาชนด้านอาชญากรรมทางออนไลน์,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=55009,15/04/2567 06:30:37,นโยบายรัฐบาล-ข่าวสาร
เปิด 6 ข้อห้าม ใน พ.ร.ก.ฉุกเฉิน คุมการระบาด COVID-19,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=3582,30/03/2563 05:04:14,นโยบายรัฐบาล-ข่าวสาร
"ผู้แจ้งความนำจับธนบัตรปลอม รับรางวัลนำจับสูงสุด 100,000 บาท",0,AFNC OpenData,https://www.antifakenewscenter.com/?p=28540,29/10/2565 03:00:12,การเงิน-หุ้น
การแพร่ระบาดของปลาหมอคางดำในประเทศไทย ส่งผลกระทบต่อการเป็นภาคีอนุสัญญา,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=59725,20/07/2567 04:30:08,นโยบายรัฐบาล-ข่าวสาร
ครม. อนุมัติเวนคืนที่ดินเขตบางเขน-สายไหม ขยายถนน 6 เลน ลดความหนาแน่นการจราจร,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=22636,11/05/2565 03:00:31,นโยบายรัฐบาล-ข่าวสาร
เอกสารแจ้งเลขออกรางวัล สลากกินแบ่งรัฐบาลล่วงหน้า งวดวันที่ 1 ก.ค. 63,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=5510,01/07/2563 07:14:37,นโยบายรัฐบาล-ข่าวสาร
กฟภ. แจ้งผู้ใช้ไฟสามารถตรวจสอบสิทธิ์ เพื่อขอรับเงินค่าประกันมิเตอร์ไฟฟ้า ผ่านไลน์,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=62189,18/09/2567 07:00:50,นโยบายรัฐบาล-ข่าวสาร
มีบัญชีไลน์ให้ข้อมูลด้านการลงทุน โดยมีหน่วยงานหรือผู้เกี่ยวข้องในตลาดทุนไทย,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=51413,22/12/2566 08:00:19,การเงิน-หุ้น
ปิดทางเบี่ยงจราจรบนทางด่วนพิเศษกาญจนาภิเษก (บางพลี-สุขสวัสดิ์) ตั้งแต่ 16 พ.ค. - 5 มิ.ย. 66,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=36643,19/05/2566 08:00:28,นโยบายรัฐบาล-ข่าวสาร
ระวังลมกระโชกแรง และฝนตกหนักบางแห่งถึงวันที่ 19 พ.ค. 67,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=56135,16/05/2567 03:30:58,ภัยพิบัติ
รัฐบาลเพิ่มเงินบัตรสวัสดิการแห่งรัฐ 3 เดือน เพื่อช่วยเหลือค่าน้ำมัน 120 บ. ต่อคน และต่อเดือน,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=58844,01/07/2567 09:00:19,นโยบายรัฐบาล-ข่าวสาร
น้ำยาหยอดตา NANODROP EYES ช่วยรักษาสายตาสั้น-ยาว ให้กลับมาเป็นปกติ,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=15456,18/11/2564 03:00:10,ผลิตภัณฑ์สุขภาพ
กทม. กำหนดการขายเครื่องดื่มแอลกอฮอล์ไม่เกิน 5 ทุ่ม สั่งปิดสถานบริการ สถานบันเทิง ผับ บาร์ คาราโอเกะชั่วคราว เริ่มวันที่ 24 ม.ค. 65,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=18141,23/01/2565 09:32:50,นโยบายรัฐบาล-ข่าวสาร
ตรึงค่าไฟฟ้าเท่าเดิมที่ 4.18 บาทต่อหน่วย ระหว่างเดือน ก.ย.-ธ.ค. 67,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=59794,22/07/2567 09:30:18,นโยบายรัฐบาล-ข่าวสาร
ร่างกายขาดแมกนีเซียมอาจส่งผลให้ปวดหัวไมเกรน,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=29591,27/11/2565 08:30:55,ผลิตภัณฑ์สุขภาพ
"เกาหลีเตรียมเปิดรับแรงงานรอบใหม่ไม่จำกัดวุฒิ รายได้มากกว่า 52,900 บาท",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=27587,02/10/2565 09:00:01,นโยบายรัฐบาล-ข่าวสาร
"ออมสินปล่อยเงินกู้ฉุกเฉิน ผ่านเพจ BK CPT 9879 10,000-300,000 บาท ดอกเบี้ยต่ำ",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=42928,21/10/2566 03:30:20,การเงิน-หุ้น
ตลาดหลักทรัพย์แห่งประเทศไทยเปิดลงทุน สำหรับทุนน้อยก็สามารถเปิดพอร์ตสร้างกำไรครึ่งแสนได้,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=28893,09/11/2565 07:30:22,การเงิน-หุ้น
รับสมัครพนักงานจองตั๋วเครื่องบินผ่านแพลตฟอร์มบริษัท ผ่านเพจ Chiang Mai International Airport-CNX,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=55228,21/04/2567 09:30:09,นโยบายรัฐบาล-ข่าวสาร
หลังจากหย่าผู้ชายสามารถจดทะเบียนสมรสต่อได้ทันที แต่ผู้หญิงต้องรอ 310 วัน,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=55670,03/05/2567 09:00:53,นโยบายรัฐบาล-ข่าวสาร
รัฐบาลสั่งการให้ศึกษากฎหมายเกี่ยวกับนักศึกษาฝึกงาน,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=57374,30/05/2567 03:30:07,นโยบายรัฐบาล-ข่าวสาร
ซื้อของออนไลน์แบบเก็บเงินปลายทาง สามารถแกะดูสินค้าก่อนชำระเงินได้แล้ว,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=63046,08/10/2567 09:00:13,นโยบายรัฐบาล-ข่าวสาร
เพจ C.t78 เป็นเพจทางการของธนาคารอิสลามแห่งประเทศไทย,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=35098,12/04/2566 09:30:44,การเงิน-หุ้น
ขนส่งเปิดให้ลงทะเบียนจองคิวล่วงหน้า สำหรับทำใบขับขี่ใหม่,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=13246,07/10/2564 04:30:02,นโยบายรัฐบาล-ข่าวสาร
ธอส. ตรึงอัตราดอกเบี้ยเงินกู้ถึงสิ้นปี 2566,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=42299,05/10/2566 08:00:53,การเงิน-หุ้น
สิทธิบัตรทองช่วยเหลือ 3 กรณี สูงสุด 4 แสนบาท,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=53209,27/02/2567 08:00:02,นโยบายรัฐบาล-ข่าวสาร
ผลิตภัณฑ์สมุนไพรชาจีน ช่วยฟื้นฟูตับ ไต ลดไขมัน คุมน้ำตาล ลดพุง,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=39860,04/08/2566 08:00:35,ผลิตภัณฑ์สุขภาพ
นายกฯ ร่วมประชุมผู้นำอาเซียน-ออสเตรเลีย พร้อมชวน 6 บริษัทชั้นนำลงทุนในไทย,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=53581,09/03/2567 06:31:31,นโยบายรัฐบาล-ข่าวสาร
ปตท. เปิดขายน้ำมันมาตรฐานยูโร 5 ช่วยลดฝุ่น PM 2.5,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=50965,07/12/2566 03:30:07,นโยบายรัฐบาล-ข่าวสาร
ปรับมาตรการช่วยเหลือลูกหนี้บัตรเครดิต สินเชื่อเพื่อที่อยู่อาศัย และลูกหนี้เรื้อรัง,0,AFNC OpenData,https://www.antifakenewscenter.com/?p=60480,05/08/2567 09:00:09,นโยบายรัฐบาล-ข่าวสาร
ตลาดหลักทรัพย์แห่งประเทศไทย ร่วมกับกลต. เปิดพอร์ตลงทุนหุ้นอุตสาหกรรม,1,AFNC OpenData,https://www.antifakenewscenter.com/?p=30776,28/12/2565 09:00:46,การเงิน-หุ้น
"PTT Company Limited เชิญชวนให้ตอบแบบสอบถามเพื่อได้รับเงินจำนวน 10,000 บาท",1,AFNC OpenData,https://www.antifakenewscenter.com/?p=25894,12/08/2565 10:19:28,การเงิน-หุ้น
